"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-21","0.00","54","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-22","0.00","61","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-23","0.00","72","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-24","0.00","74","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-25","0.00","78","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-26","0.22","74","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-27","0.29","60","38"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-28","0.00","60","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-29","1.85","47","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-04-30","1.27","48","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-01","0.19","57","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-02","0.04","49","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-03","0.00","56","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-04","0.00","55","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-05","0.12","63","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-06","0.30","61","38"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-07","0.00","61","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-08","0.01","63","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-09","0.51","61","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-10","0.93","67","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-11","0.00","65","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-12","0.00","73","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-13","0.00","80","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-14","0.00","77","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-15","0.02","83","46"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-16","0.00","87","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-17","0.78","83","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-18","0.00","76","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-19","0.16","49","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-20","0.25","63","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-21","0.03","63","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-22","0.01","72","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-23","0.55","61","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-24","0.09","62","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-25","0.00","70","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-26","0.53","72","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-27","0.00","78","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-28","0.00","75","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-29","0.00","75","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-30","0.00","73","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-05-31","0.00","72","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-01","0.00","79","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-02","0.00","84","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-03","0.00","87","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-04","0.00","90","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-05","0.00","75","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-06","0.00","75","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-07","0.00","75","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-08","0.02","83","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-09","0.10","89","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-10","0.00","88","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-11","0.00","92","70"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-12","0.00","93","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-13","0.00","90","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-14","1.38","91","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-15","0.04","89","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-16","0.24","84","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-17","0.15","84","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-18","0.00","77","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-19","0.01","78","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-20","0.05","77","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-21","0.00","80","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-22","0.00","86","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-23","0.50","81","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-24","0.00","73","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-25","0.00","71","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-26","0.00","72","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-27","0.00","76","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-28","0.62","78","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-29","0.07","80","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-06-30","0.00","81","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-01","0.00","80","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-02","0.00","86","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-03","0.00","79","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-04","0.00","83","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-05","0.04","85","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-06","0.00","90","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-07","0.00","86","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-08","0.00","80","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-09","0.00","85","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-10","0.42","84","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-11","0.05","85","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-12","0.86","80","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-13","0.00","81","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-14","0.00","69","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-15","0.00","79","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-16","0.00","74","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-17","0.00","81","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-18","0.00","86","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-19","0.31","89","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-20","0.70","86","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-21","0.36","86","70"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-22","0.66","86","70"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-23","0.50","87","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-24","0.00","75","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-25","0.00","80","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-26","0.21","84","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-27","0.00","83","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-28","0.00","80","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-29","0.00","78","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-30","0.00","84","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-07-31","0.00","83","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-01","0.00","85","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-02","0.00","85","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-03","1.16","84","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-04","0.00","68","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-05","0.00","78","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-06","0.00","76","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-07","0.00","76","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-08","0.00","81","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-09","0.00","81","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-10","0.00","83","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-11","0.00","76","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-12","0.00","76","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-13","0.00","76","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-14","0.00","82","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-15","0.00","85","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-16","0.36","89","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-17","0.05","81","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-18","0.00","80","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-19","0.00","83","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-20","0.14","86","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-21","0.06","83","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-22","0.03","79","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-23","0.00","77","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-24","0.00","75","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-25","0.00","75","46"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-26","0.00","76","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-27","0.01","76","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-28","0.11","80","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-29","0.00","77","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-30","0.00","80","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-08-31","0.00","73","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-01","0.00","70","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-02","0.17","72","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-03","0.00","81","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-04","0.00","81","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-05","0.00","69","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-06","0.01","66","46"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-07","0.00","70","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-08","0.00","71","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-09","0.00","72","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-10","0.00","72","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-11","0.00","75","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-12","0.00","78","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-13","0.00","78","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-14","0.00","79","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-15","0.00","86","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-16","0.00","87","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-17","0.00","85","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-18","0.00","80","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-19","0.12","79","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-20","0.00","92","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-21","0.00","92","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-22","0.00","94","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-23","0.00","94","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-24","0.00","91","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-25","0.00","92","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-26","0.00","91","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-27","0.00","72","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-28","0.00","73","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-29","0.00","70","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-09-30","0.00","69","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-01","0.00","71","46"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-02","0.00","83","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-03","0.00","79","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-04","0.16","74","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-05","0.07","76","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-06","0.47","68","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-07","0.34","77","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-08","0.00","78","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-09","0.00","81","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-10","0.47","63","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-11","1.18","60","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-12","0.01","58","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-13","0.00","72","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-14","3.90","66","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-15","0.17","67","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-16","0.00","62","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-17","0.00","69","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-18","0.00","71","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-19","0.00","70","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-20","0.00","78","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-21","0.00","76","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-22","0.22","67","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-23","0.44","53","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-24","0.85","48","38"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-25","0.00","53","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-26","0.00","60","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-27","0.00","48","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-28","0.01","39","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-29","0.00","45","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-30","0.00","50","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-10-31","0.00","39","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-01","0.17","43","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-02","0.02","50","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-03","0.00","47","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-04","0.25","48","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-05","0.02","51","40"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-06","0.00","42","29"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-07","0.00","47","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-08","0.00","46","23"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-09","0.00","46","18"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-10","0.00","29","15"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-11","0.00","36","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-12","0.14","38","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-13","0.00","39","26"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-14","0.00","48","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-15","0.15","51","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-16","0.00","37","29"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-17","0.17","46","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-18","0.47","46","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-19","0.00","36","25"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-20","0.00","52","26"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-21","0.02","44","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-22","0.00","33","18"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-23","0.00","45","29"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-24","0.00","62","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-25","0.00","52","31"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-26","0.00","49","22"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-27","0.00","54","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-28","0.00","59","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-29","0.00","48","26"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-11-30","0.00","53","31"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-01","0.00","52","22"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-02","0.00","53","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-03","0.00","56","25"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-04","0.40","64","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-05","0.00","42","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-06","0.00","34","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-07","0.00","27","16"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-08","0.00","36","14"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-09","0.01","30","16"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-10","0.00","34","17"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-11","0.06","38","17"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-12","0.00","30","15"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-13","0.00","38","20"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-14","0.00","27","14"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-15","0.00","36","19"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-16","0.00","46","25"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-17","0.00","41","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-18","0.01","45","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-19","0.00","50","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-20","0.00","36","21"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-21","0.00","39","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-22","0.00","37","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-23","0.00","32","16"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-24","0.10","20","15"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-25","0.00","19","0"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-26","0.00","3","-6"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-27","0.00","5","-8"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-28","0.01","12","-6"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2017-12-29","0.04","13","4"
