"STATION","NAME","DATE","PRCP","TMAX","TMIN"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-12","0.00","17","3"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-13","0.00","26","-2"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-14","0.00","27","0"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-15","0.00","15","-3"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-16","0.00","19","5"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-17","0.00","18","7"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-18","0.00","7","-3"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-19","0.00","4","-8"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-20","0.00","17","-9"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-21","0.00","32","17"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-22","0.00","28","2"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-23","0.00",,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-24","0.00",,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-25","0.02",,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-26","0.00","19","-3"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-27","0.00","12","-8"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-02-28","0.00","20","-13"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-01","0.00","24","11"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-02","0.00","31","9"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-03","0.07","34","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-04","0.00","30","9"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-05","0.00","15","0"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-06","0.00","26","-2"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-07","0.00","42","19"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-08","0.00","38","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-09","0.00","49","20"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-10","0.00","47","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-11","0.00","53","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-12","0.00","56","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-13","0.00","63","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-14","0.00","60","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-15","0.00","62","25"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-16","0.00","73","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-17","0.00","46","26"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-18","0.00","49","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-19","0.00","49","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-20","0.00","51","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-21","0.00","56","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-22","0.00","39","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-23","0.19","31","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-24","0.08","37","15"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-25","0.14","41","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-26","0.00","42","31"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-27","0.00","35","18"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-28","0.00","40","12"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-29","0.02","47","23"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-30","0.00","62","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-03-31","0.00","58","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-01","0.00","74","30"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-02","0.38","66","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-03","0.00","53","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-04","0.00","59","24"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-05","0.00","69","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-06","0.05","62","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-07","0.00","47","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-08","0.14","53","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-09","2.21","71","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-10","0.00","61","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-11","0.00","62","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-12","0.00","68","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-13","0.29","66","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-14","0.00","68","35"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-15","0.00","68","38"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-16","0.00","67","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-17","0.00","78","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-18","0.00","67","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-19","0.43","71","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-20","0.02","52","40"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-21","0.00","57","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-22","0.00","47","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-23","0.00","55","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-24","0.38","60","28"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-25","0.34","48","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-26","0.00","58","30"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-27","0.00","61","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-28","0.00","64","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-29","0.00","64","33"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-04-30","0.00","54","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-01","0.00","69","32"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-02","0.00","76","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-03","0.44","77","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-04","0.02","72","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-05","0.67","58","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-06","0.00","81","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-07","0.09","83","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-08","1.17","80","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-09","0.10","65","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-10","0.05","59","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-11","0.17","69","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-12","0.00","56","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-13","0.00","55","36"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-14","0.26","66","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-15","0.00","75","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-16","0.10","79","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-17","0.00","82","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-18","0.00","75","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-19","0.00","57","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-20","0.01","49","37"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-21","0.00","68","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-22","0.00","72","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-23","0.00","81","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-24","0.18","77","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-25","0.29","79","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-26","0.53","75","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-27","0.00","75","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-28","0.00","83","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-29","0.03","82","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-30","0.31","70","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-05-31","0.00","58","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-01","0.00","63","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-02","0.00","72","41"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-03","0.00","76","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-04","0.00","84","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-05","0.00","72","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-06","0.00","73","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-07","0.41","82","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-08","0.09","83","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-09","0.00","85","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-10","0.00","93","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-11","0.30","75","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-12","0.55","68","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-13","0.52","84","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-14","0.42","83","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-15","3.09","81","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-16","0.00","76","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-17","0.23","70","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-18","0.54","79","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-19","0.00","70","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-20","0.27","79","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-21","0.00","84","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-22","0.10","83","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-23","0.00","80","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-24","0.00","77","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-25","0.37","79","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-26","0.10","68","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-27","0.01","76","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-28","0.07","78","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-29","0.94","75","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-06-30","0.00","77","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-01","0.00","73","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-02","0.00","70","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-03","0.00","78","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-04","0.00","80","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-05","0.00","82","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-06","1.44","85","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-07","0.23","71","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-08","0.03","67","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-09","0.00","76","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-10","0.00","82","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-11","0.15","77","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-12","0.01","85","69"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-13","0.46","86","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-14","0.00","83","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-15","0.00","76","54"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-16","0.83","76","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-17","0.00","91","71"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-18","0.11","90","73"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-19","0.00","84","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-20","0.00","87","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-21","0.00","80","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-22","0.00","82","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-23","0.00","84","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-24","0.00","84","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-25","0.00","90","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-26","0.00","81","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-27","0.00","89","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-28","0.00","90","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-29","0.00","86","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-30","0.00","87","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-07-31","0.00","86","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-01","0.00","86","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-02","0.77","91","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-03","0.00","80","62"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-04","0.00","81","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-05","0.00","82","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-06","0.00","82","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-07","0.00","83","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-08","0.00","80","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-09","0.01","79","64"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-10","0.13","84","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-11","0.00","83","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-12","0.00","82","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-13","0.00","84","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-14","0.33","88","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-15","0.00","89","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-16","0.00","88","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-17","0.05","87","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-18","0.59","82","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-19","0.00","74","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-20","0.00","74","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-21","0.00","82","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-22","0.00","80","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-23","0.02","75","56"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-24","0.00","73","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-25","0.00","72","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-26","0.00","66","52"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-27","0.00","75","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-28","0.00","71","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-29","1.25","71","63"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-30","0.00","77","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-08-31","0.00","85","58"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-01","0.00","88","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-02","0.00","89","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-03","0.00","90","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-04","0.00","89","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-05","0.00","85","67"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-06","0.00","91","68"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-07","0.00","87","72"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-08","0.88","79","66"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-09","0.00","77","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-10","0.35","75","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-11","0.63","68","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-12","0.00","66","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-13","0.00","71","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-14","0.00","82","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-15","0.00","82","59"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-16","0.00","83","57"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-17","0.44","85","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-18","1.90","75","65"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-19","0.02","71","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-20","0.00","73","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-21","0.00","74","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-22","0.00","79","50"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-23","0.00","81","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-24","0.00","77","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-25","0.00","75","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-26","0.00","78","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-27","0.00","75","60"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-28","0.00","78","61"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-29","0.19","65","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-09-30","0.00","61","44"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-01","0.00","60","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-02","0.00","60","46"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-03","0.00","53","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-04","0.00","57","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-05","0.00","61","55"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-06","0.00","72","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-07","0.00","76","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-08","0.14","78","49"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-09","0.00","63","42"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-10","0.00","65","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-11","0.00","78","48"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-12","0.00","76","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-13","0.00","64","45"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-14","0.00","64","39"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-15","0.00","69","40"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-16","0.00","55","34"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-17","0.00","53","30"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-18","0.00","60","27"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-19","0.00","73","43"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-20","0.11","74","51"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-21","0.00","74","53"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-22","0.00","65","47"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2015-10-23","0.38","64","51"
